"date","close","volume","open","high","low"
"2015/06/02","430.9900","1669803.0000","430.0700","433.2300","426.2500"
"2015/06/01","430.9200","2251885.0000","430.4000","433.1600","426.2000"
"2015/05/29","429.2300","3014703.0000","427.2300","432.5000","427.2300"
"2015/05/28","426.5700","1908236.0000","429.7100","431.3500","425.4700"
"2015/05/27","431.4200","2227888.0000","427.4500","431.8500","425.0100"
"2015/05/26","425.4700","2239411.0000","426.2000","427.0000","422.0000"
"2015/05/22","427.6300","2018905.0000","431.5500","432.4400","427.6100"
"2015/05/21","431.6300","4115003.0000","428.0000","436.9000","428.0000"
"2015/05/20","423.8600","2192808.0000","420.6000","427.1000","418.3600"
"2015/05/19","421.7100","2464309.0000","424.8700","428.2400","420.6300"
"2015/05/18","425.2400","2389023.0000","426.0000","427.2700","421.4600"
"2015/05/15","426.0000","4234294.0000","428.0000","430.3962","424.3000"
"2015/05/14","432.2800","1883300.0000","429.4500","433.0000","427.0100"
"2015/05/13","426.8700","1995586.0000","429.9800","433.5280","425.8000"
"2015/05/12","431.0200","1946725.0000","431.0800","433.2500","426.7100"
"2015/05/11","432.8500","2391479.0000","432.5100","439.0000","431.3700"
"2015/05/08","433.6900","2907934.0000","430.7500","435.2000","430.1740"
"2015/05/07","426.8800","2762915.0000","424.1500","428.5000","422.8500"
"2015/05/06","419.1000","2548175.0000","421.4300","422.7165","414.5500"
"2015/05/05","421.1900","2855612.0000","422.8500","427.5100","421.0200"
"2015/05/04","423.0400","2267420.0000","424.8000","429.7700","422.4200"
"2015/05/01","422.8700","3428724.0000","423.8200","425.6400","416.0000"
"2015/04/30","421.7800","3645492.0000","427.1100","431.7500","419.2400"
"2015/04/29","429.3700","3616655.0000","426.7500","434.2400","426.0300"
"2015/04/28","429.3100","4134186.0000","438.5100","439.0000","428.0400"
"2015/04/27","438.5600","5426185.0000","443.8600","446.9900","437.4100"
"2015/04/24","445.1000","17160220.0000","439.0000","452.6500","439.0000"
"2015/04/23","389.9900","7673583.0000","390.2100","391.8800","386.1500"
"2015/04/22","389.8000","3470790.0000","391.9100","394.2800","388.0000"
"2015/04/21","391.1800","4639595.0000","391.3100","394.6000","386.8000"
"2015/04/20","389.5100","5005286.0000","378.5500","391.9400","377.0000"
"2015/04/17","375.5600","3834778.0000","382.6300","383.5600","374.4000"
"2015/04/16","386.0400","2074427.0000","383.6900","387.4500","383.5500"
"2015/04/15","383.4500","1928677.0000","384.6500","385.7800","381.6400"
"2015/04/14","385.1100","2582297.0000","383.5100","387.8100","381.2101"
"2015/04/13","382.3600","1894399.0000","383.5300","385.2800","380.1400"
"2015/04/10","382.6500","2572177.0000","384.3100","387.1200","381.3151"
"2015/04/09","383.5400","2390424.0000","380.6600","384.4200","378.7950"
"2015/04/08","381.2000","2634857.0000","374.6600","381.5800","374.6500"
"2015/04/07","374.4100","1954217.0000","376.1500","379.3100","374.0300"
"2015/04/06","377.0400","3043772.0000","370.1000","380.2000","369.3600"
"2015/04/02","372.2500","1872952.0000","370.5000","373.2800","369.0000"
"2015/04/01","370.2550","2454130.0000","372.1000","373.1600","368.3400"
"2015/03/31","372.1000","2505578.0000","373.2400","377.7000","371.5100"
"2015/03/30","374.5900","1818704.0000","371.8700","376.1200","371.5500"
"2015/03/27","370.5600","2606063.0000","367.1100","373.1700","366.5734"
"2015/03/26","367.3500","2929557.0000","369.5900","371.4000","365.6500"
"2015/03/25","370.9600","3426602.0000","375.1700","380.5000","370.2850"
"2015/03/24","374.0900","2225222.0000","373.9900","375.2400","372.2700"
"2015/03/23","375.1100","2238723.0000","378.0700","381.7700","374.9400"
"2015/03/20","378.4900","3752350.0000","376.2900","379.3700","375.9200"
"2015/03/19","373.2400","1912973.0000","373.8700","377.1100","372.1900"
"2015/03/18","375.1350","2645003.0000","369.9700","375.9900","366.7000"
"2015/03/17","371.9200","2036686.0000","371.1100","374.5000","369.6400"
"2015/03/16","373.3500","2352852.0000","370.3800","373.9400","366.7200"
"2015/03/13","370.5800","2610510.0000","371.5200","373.9900","366.6800"
"2015/03/12","374.2400","2809715.0000","368.8200","375.5000","367.5200"
"2015/03/11","366.3700","2490279.0000","370.6100","373.3500","366.2600"
"2015/03/10","369.5100","3111285.0000","377.4500","377.7700","369.1800"
"2015/03/09","378.5600","2311182.0000","378.4000","379.3300","375.2800"
"2015/03/06","380.0900","2625962.0000","385.5200","387.0000","378.8800"
"2015/03/05","387.8300","2688444.0000","385.6100","388.4182","383.8900"
"2015/03/04","382.7200","2255869.0000","385.7100","387.9000","382.1900"
"2015/03/03","384.6100","1945787.0000","383.9500","386.1000","381.6010"
"2015/03/02","385.6550","2134110.0000","380.8500","385.9000","379.4810"
"2015/02/27","380.1600","2523659.0000","384.0000","385.9900","379.7900"
"2015/02/26","384.8000","2684823.0000","384.0700","389.3700","383.2800"
"2015/02/25","385.3700","3167481.0000","377.2700","387.8500","376.5400"
"2015/02/24","378.5900","1920509.0000","378.6500","380.4800","376.1600"
"2015/02/23","380.1400","2175306.0000","383.4400","384.5400","378.0000"
"2015/02/20","383.6600","3219724.0000","378.6200","383.7000","375.8400"
"2015/02/19","378.9950","2948520.0000","373.4900","381.8800","373.4300"
"2015/02/18","373.3700","2648954.0000","373.7800","376.7400","372.8500"
"2015/02/17","375.4300","3662187.0000","377.7200","379.9850","372.6700"
"2015/02/13","381.8300","3472891.0000","378.4100","383.0000","377.0100"
"2015/02/12","377.1700","2790630.0000","375.1000","378.5100","373.1500"
"2015/02/11","375.1400","2785533.0000","371.2300","377.1000","371.1000"
"2015/02/10","372.9950","2286489.0000","371.1900","374.3000","368.5100"
"2015/02/09","370.5600","2675316.0000","371.0000","374.4100","367.2000"
"2015/02/06","374.2800","3888587.0000","374.8700","375.9899","371.0100"
"2015/02/05","373.8900","7243644.0000","366.0000","378.8000","365.9000"
"2015/02/04","364.7500","4167409.0000","358.3800","367.5000","358.2300"
"2015/02/03","363.5500","6209015.0000","360.2900","367.8170","360.2100"
"2015/02/02","364.4700","10222230.0000","350.0500","365.0000","350.0100"
"2015/01/30","354.5300","23846720.0000","346.3200","359.5000","340.7400"
"2015/01/29","311.7800","8067441.0000","304.7300","312.8000","299.3300"
"2015/01/28","303.9100","3057997.0000","309.8100","311.5100","303.8000"
"2015/01/27","306.7500","2917710.0000","306.3000","310.2430","302.6250"
"2015/01/26","309.6600","3168827.0000","311.8200","313.0000","307.5201"
"2015/01/23","312.3900","4476045.0000","308.0800","316.9300","307.7200"
"2015/01/22","310.3200","5338530.0000","300.0000","312.2500","300.0000"
"2015/01/21","297.2500","10060450.0000","289.6400","306.0000","287.2600"
"2015/01/20","289.4400","3065857.0000","292.5900","293.3599","286.3900"
"2015/01/16","290.7400","3476787.0000","286.2800","290.7900","285.2500"
"2015/01/15","286.9500","4410629.0000","294.0000","295.9995","286.8150"
"2015/01/14","293.2700","5493402.0000","291.9300","295.9100","286.5030"
"2015/01/13","294.7400","4135336.0000","297.4800","301.4976","293.2300"
"2015/01/12","291.4100","3406438.0000","297.5600","298.5100","289.2810"
"2015/01/09","296.9300","2589914.0000","301.4800","302.8700","296.6800"
"2015/01/08","300.4600","3087475.0000","300.3200","303.1400","296.1100"
"2015/01/07","298.4200","2630671.0000","297.5000","301.2800","295.3300"
"2015/01/06","295.2900","3511003.0000","302.2400","303.0000","292.3800"
"2015/01/05","302.1900","2768215.0000","307.0100","308.3800","300.8500"
"2015/01/02","308.5200","2785167.0000","312.5800","314.7500","306.9601"
"2014/12/31","310.3500","2048676.0000","311.5500","312.9800","310.0100"
"2014/12/30","310.3000","2091432.0000","309.9100","313.9400","309.3400"
"2014/12/29","312.0400","2998390.0000","307.8500","314.2700","306.5800"
"2014/12/26","309.0900","2892910.0000","305.0000","310.7799","303.8100"
"2014/12/24","303.0300","1518107.0000","306.3800","307.0000","302.8750"
"2014/12/23","306.2850","2718349.0000","306.9800","307.4900","303.2520"
"2014/12/22","306.5400","3845409.0000","301.9400","307.3600","301.9400"
"2014/12/19","299.9000","8613310.0000","296.9100","301.5400","295.5200"
"2014/12/18","297.7300","7704984.0000","304.0100","304.5000","293.2500"
"2014/12/17","298.8800","4429917.0000","296.3700","299.6700","293.0300"
"2014/12/16","295.0600","6489013.0000","304.3500","304.4900","295.0100"
"2014/12/15","306.0700","3833767.0000","308.8700","310.8600","302.1500"
"2014/12/12","307.3200","3159206.0000","303.9900","310.6399","303.0100"
"2014/12/11","307.3600","3268194.0000","307.8900","312.6400","306.0100"
"2014/12/10","305.8400","3243973.0000","312.0000","313.1900","304.6800"
"2014/12/09","312.5000","4032614.0000","302.9900","313.6390","301.1400"
"2014/12/08","306.6400","3633879.0000","311.5700","316.5600","304.8210"
"2014/12/05","312.6300","3258869.0000","316.8000","316.9300","310.8400"
"2014/12/04","316.9300","3293578.0000","315.5300","318.5900","313.4700"
"2014/12/03","316.5000","5684164.0000","325.7300","326.7700","314.3600"
"2014/12/02","326.3100","2784995.0000","327.5000","327.9300","323.2500"
"2014/12/01","326.0000","4937256.0000","338.1200","340.6400","325.9300"
"2014/11/28","338.6400","3051798.0000","336.0300","341.2600","336.0300"
"2014/11/26","333.5700","1983512.0000","333.7800","334.6500","331.7500"
"2014/11/25","335.0400","2560829.0000","335.2700","336.3325","331.2800"
"2014/11/24","335.6400","2744717.0000","334.7800","337.3900","333.6000"
"2014/11/21","332.6300","4459805.0000","335.4200","338.3300","331.4700"
"2014/11/20","330.5400","3434710.0000","324.0000","332.6700","323.3300"
"2014/11/19","326.5400","3273627.0000","327.2500","328.4000","324.0200"
"2014/11/18","324.9300","3539161.0000","323.9900","329.5600","323.2500"
"2014/11/17","323.0500","4774065.0000","326.4400","328.0000","318.0300"
"2014/11/14","327.8200","8874017.0000","317.1200","332.8800","316.4010"
"2014/11/13","316.4800","3673404.0000","312.0000","317.8900","311.5100"
"2014/11/12","311.5100","2181448.0000","310.7500","312.5800","308.7900"
"2014/11/11","312.0100","3800576.0000","305.9400","312.3800","303.6460"
"2014/11/10","305.1100","2802611.0000","300.0000","305.7990","300.0000"
"2014/11/07","299.8600","2643693.0000","297.8200","299.9900","296.2900"
"2014/11/06","296.6400","3749179.0000","296.6900","297.0000","292.2900"
"2014/11/05","296.5200","4671563.0000","303.0100","304.0000","294.1600"
"2014/11/04","302.8100","3424454.0000","303.9900","304.2500","300.1700"
"2014/11/03","305.7200","3240753.0000","306.2400","308.0100","303.2400"
"2014/10/31","305.4600","4549267.0000","305.1500","305.7200","301.5000"
"2014/10/30","299.0700","4047924.0000","293.9800","299.7400","292.3600"
"2014/10/29","294.1200","4881538.0000","299.1100","299.6100","293.0701"
"2014/10/28","295.5900","5553280.0000","289.7600","298.0000","289.7600"
"2014/10/27","289.9700","5938196.0000","285.7000","290.4200","285.0200"
"2014/10/24","287.0600","19785070.0000","284.4000","293.8100","284.0000"
"2014/10/23","313.1800","8638059.0000","313.4000","316.8000","311.4000"
"2014/10/22","312.9700","3124044.0000","315.4300","318.9800","312.6400"
"2014/10/21","315.3300","3559258.0000","309.9000","315.6400","307.0700"
"2014/10/20","306.2100","3233326.0000","302.9500","306.5300","302.0200"
"2014/10/17","303.6400","4399931.0000","307.1500","309.2000","302.7200"
"2014/10/16","302.8600","4729261.0000","293.8300","306.8200","293.8300"
"2014/10/15","305.9700","5282651.0000","304.3500","307.9000","299.1020"
"2014/10/14","308.3100","3382525.0000","308.0000","312.2400","305.7500"
"2014/10/13","306.4500","4360893.0000","309.8700","313.2000","303.4700"
"2014/10/10","311.3900","3681172.0000","314.0200","317.7700","311.3800"
"2014/10/09","315.3700","3587626.0000","321.4900","322.2710","314.5200"
"2014/10/08","322.7000","3450917.0000","316.5800","324.1100","314.1400"
"2014/10/07","316.9800","2354960.0000","319.4300","322.0000","316.6700"
"2014/10/06","322.2000","2286845.0000","323.5000","324.1300","319.6000"
"2014/10/03","322.7400","3036577.0000","320.3600","325.1600","319.5300"
"2014/10/02","318.4100","3562618.0000","316.9200","318.5300","311.3100"
"2014/10/01","317.4600","3088712.0000","322.0400","322.1650","315.5500"
"2014/09/30","322.4400","2635937.0000","321.3600","323.4300","318.5100"
"2014/09/29","321.8200","1923889.0000","320.5000","323.7500","319.0000"
"2014/09/26","323.2100","3635387.0000","320.6000","323.5000","317.6400"
"2014/09/25","321.9300","2928653.0000","327.9900","328.5400","321.4000"
"2014/09/24","328.2100","2640136.0000","324.1700","329.4400","319.5600"
"2014/09/23","323.6300","2348623.0000","322.4600","327.6000","321.2500"
"2014/09/22","324.5000","3109489.0000","328.4900","329.4900","321.0600"
"2014/09/19","331.3200","6886162.0000","327.6000","332.7559","325.5700"
"2014/09/18","325.0000","2576294.0000","325.4400","327.1000","323.7105"
"2014/09/17","324.0000","4135926.0000","327.7600","328.0000","321.5200"
"2014/09/16","327.7600","3259711.0000","321.0700","329.4800","320.1000"
"2014/09/15","323.8900","3999817.0000","330.9100","331.3300","319.0000"
"2014/09/12","331.1900","3422903.0000","329.5600","332.8900","328.7900"
"2014/09/11","330.5200","2714887.0000","329.9400","333.0100","326.3900"
"2014/09/10","331.3300","3792505.0000","334.3000","334.9800","328.8200"
"2014/09/09","329.7500","4630850.0000","341.6100","341.7600","329.1800"
"2014/09/08","342.3400","2953035.0000","344.5400","345.8100","339.0400"
"2014/09/05","346.3800","2103892.0000","346.3000","346.8270","342.5000"
"2014/09/04","345.9500","3952081.0000","343.6900","349.3800","343.5800"
"2014/09/03","339.0000","1992490.0000","342.5400","343.2700","337.5500"
"2014/09/02","342.3800","2325098.0000","339.9800","342.5000","337.1587"
"2014/08/29","339.0400","1935571.0000","341.7600","341.8199","337.6800"
"2014/08/28","340.0200","2252212.0000","340.0000","341.7900","338.8000"
"2014/08/27","343.1800","2961440.0000","342.0900","346.6700","341.3400"
"2014/08/26","341.8300","3635270.0000","337.0000","344.3600","334.5500"
"2014/08/25","334.0200","1955360.0000","333.2100","336.7700","332.7100"
"2014/08/22","331.5900","2211236.0000","332.9900","334.0800","330.8000"
"2014/08/21","332.9100","1971026.0000","336.4800","336.5820","332.2300"
"2014/08/20","335.7800","1810194.0000","334.6800","337.1600","334.0220"
"2014/08/19","335.1300","1713724.0000","334.8700","335.8100","333.0100"
"2014/08/18","334.5300","2484983.0000","335.4800","337.8000","333.7700"
"2014/08/15","333.6300","3896625.0000","334.0000","335.0000","328.3200"
"2014/08/14","333.2100","3415546.0000","327.8000","334.0900","326.7100"
"2014/08/13","326.2800","4938152.0000","327.6000","331.7200","326.1400"
"2014/08/12","319.3200","1912520.0000","318.8900","321.3100","316.9500"
"2014/08/11","318.3300","2466110.0000","318.4800","320.3800","316.8800"
"2014/08/08","316.8000","2705919.0000","311.9400","317.3200","310.6600"
"2014/08/07","311.4500","2934804.0000","315.2100","315.8774","309.6550"
"2014/08/06","313.8900","2293980.0000","310.8300","315.7800","310.2000"
"2014/08/05","312.3200","2855471.0000","313.3000","314.5500","310.0600"
"2014/08/04","313.6500","4196938.0000","308.8400","316.1800","308.5000"
"2014/08/01","307.0600","7426529.0000","313.6900","315.8300","304.5880"
"2014/07/31","312.9900","5185854.0000","320.0100","320.6836","311.8600"
"2014/07/30","322.5100","3969035.0000","321.4500","322.7300","318.5000"
"2014/07/29","320.0000","2881371.0000","321.9800","322.8999","319.5000"
"2014/07/28","320.4100","5929736.0000","324.2500","324.8200","316.5000"
"2014/07/25","324.0100","17841520.0000","317.3000","324.8700","314.7600"
"2014/07/24","358.6100","6486896.0000","359.9800","364.8500","358.5200"
"2014/07/23","358.1400","2669820.0000","359.0500","360.6300","356.6200"
"2014/07/22","360.8400","2887247.0000","355.2500","362.9300","355.2500"
"2014/07/21","359.7600","2278031.0000","358.1000","361.7100","356.7200"
"2014/07/18","358.6600","3406759.0000","354.4000","359.6800","352.0800"
"2014/07/17","352.4540","3634995.0000","353.4400","356.9600","351.3800"
"2014/07/16","355.9000","3501540.0000","355.6200","359.3200","353.0000"
"2014/07/15","354.4400","4168989.0000","353.7200","355.5900","349.4000"
"2014/07/14","355.3200","5609792.0000","347.0300","355.7700","345.3560"
"2014/07/11","346.2000","8298955.0000","334.7100","347.0000","334.7100"
"2014/07/10","327.9200","2658989.0000","324.3400","329.9800","322.6500"
"2014/07/09","329.9700","3163085.0000","324.7100","330.2000","323.1500"
"2014/07/08","323.8100","4271547.0000","333.1000","333.7397","321.4000"
"2014/07/07","333.5500","2128885.0000","337.5000","337.5500","332.5200"
"2014/07/03","337.4920","1944300.0000","334.8300","338.3000","333.0800"
"2014/07/02","332.8500","2680365.0000","333.2000","336.7600","331.6600"
"2014/07/01","332.3900","3173633.0000","325.8600","333.2000","325.1000"
"2014/06/30","324.7800","2671185.0000","324.9800","326.9800","322.2400"
"2014/06/27","324.5700","2412654.0000","325.8800","326.5200","323.2700"
"2014/06/26","325.6900","2698458.0000","328.4900","328.6500","322.1300"
"2014/06/25","327.4400","2325141.0000","324.3300","328.1500","321.7400"
"2014/06/24","324.1600","2626353.0000","327.5400","329.7300","322.7380"
"2014/06/23","327.2400","2604785.0000","323.3300","327.5500","321.4100"
"2014/06/20","324.2000","6053531.0000","327.7600","328.2200","320.4200"
"2014/06/19","327.0000","5318838.0000","335.2550","338.9000","325.9800"
"2014/06/18","334.3800","6356598.0000","328.0000","335.7500","325.0000"
"2014/06/17","325.6200","2903522.0000","327.5400","331.3400","325.2300"
"2014/06/16","327.6200","2395080.0000","324.8600","328.6945","323.5200"
"2014/06/13","326.2700","2764742.0000","327.0500","329.2980","323.5262"
"2014/06/12","325.9100","4259403.0000","335.5500","335.5500","324.6600"
"2014/06/11","335.2000","4433947.0000","336.0000","340.7199","333.8772"
"2014/06/10","332.4100","3619883.0000","327.6500","335.5000","327.5000"
"2014/06/09","327.5000","3207844.0000","331.5700","333.0000","325.6500"
"2014/06/06","329.6700","5242900.0000","325.0000","330.8800","324.9300"
"2014/06/05","323.5700","7794053.0000","308.1000","327.9400","306.9000"
"2014/06/04","306.7800","2104216.0000","306.8500","309.5000","303.8400"
"2014/06/03","307.1900","2377995.0000","305.7500","307.9200","305.0700"
"2014/06/02","308.8400","2203385.0000","312.5900","312.6000","307.0000"
"2014/05/30","312.5500","4259611.0000","314.4300","314.6500","307.5700"
"2014/05/29","313.7800","2363873.0000","310.4200","314.8700","310.2000"
"2014/05/28","310.1600","2693201.0000","309.5000","313.8200","307.4200"
"2014/05/27","310.8200","4860498.0000","314.4100","314.6296","307.3800"
"2014/05/23","312.2400","3052372.0000","305.4600","312.3500","304.9000"
"2014/05/22","304.9100","2575062.0000","305.0500","308.5400","303.0100"
"2014/05/21","305.0100","3404723.0000","302.2100","305.9600","301.5201"
"2014/05/20","301.1900","4090251.0000","297.1000","304.4600","296.7500"
"2014/05/19","296.7550","2284218.0000","295.7600","299.0000","293.8100"
"2014/05/16","297.7000","3635182.0000","292.8000","298.8800","291.5500"
"2014/05/15","295.1900","4292196.0000","298.0200","299.2000","290.3800"
"2014/05/14","297.6200","3323046.0000","302.5000","304.6400","296.6600"
"2014/05/13","304.6400","3499423.0000","302.6000","305.6000","300.7500"
"2014/05/12","302.8600","3726575.0000","294.3000","303.3400","294.1600"
"2014/05/09","292.2400","4059948.0000","290.5700","293.6800","284.3800"
"2014/05/08","288.3200","3845385.0000","290.8200","295.8784","287.2300"
"2014/05/07","292.7100","7009526.0000","295.5600","296.4000","286.6800"
"2014/05/06","297.3800","4676244.0000","309.5300","309.8100","297.0400"
"2014/05/05","310.0500","2515219.0000","306.3700","310.2300","305.0000"
"2014/05/02","308.0100","3995059.0000","310.4200","313.2900","304.3100"
"2014/05/01","307.8900","4328379.0000","304.1300","310.4800","304.0000"
"2014/04/30","304.1300","4082007.0000","298.1000","304.5600","298.1000"
"2014/04/29","300.3800","6503357.0000","296.4400","301.8400","290.4500"
"2014/04/28","296.5800","14477480.0000","304.0000","304.3900","288.0000"
"2014/04/25","303.8300","16178060.0000","316.2500","316.4900","302.7100"
"2014/04/24","337.1500","9071653.0000","329.6700","337.4000","322.9500"
"2014/04/23","324.5800","3585766.0000","333.0600","333.1300","323.3900"
"2014/04/22","329.3200","3709148.0000","332.0000","337.5000","328.9400"
"2014/04/21","330.8700","2990747.0000","323.9700","331.1499","322.3100"
"2014/04/17","324.9100","4298913.0000","319.7600","328.6600","319.7600"
"2014/04/16","323.6800","4279829.0000","321.1700","324.0000","314.7100"
"2014/04/15","316.0800","5397514.0000","316.7000","318.2800","305.5000"
"2014/04/14","315.9100","4290192.0000","317.6700","320.4800","311.2800"
"2014/04/11","311.7300","7285729.0000","314.0000","316.5000","309.5000"
"2014/04/10","317.1100","6124760.0000","330.6000","331.0000","316.5000"
"2014/04/09","331.8050","5056220.0000","328.4700","332.1800","322.5000"
"2014/04/08","327.0700","6577434.0000","321.8800","328.0000","318.4400"
"2014/04/07","317.7600","7004704.0000","320.9900","324.9400","313.1300"
"2014/04/04","323.0000","12522090.0000","335.1500","335.4400","315.6100"
"2014/04/03","333.6200","6377000.0000","341.8200","342.5000","328.4600"
"2014/04/02","341.9600","4465927.0000","345.9900","348.2950","340.3800"
"2014/04/01","342.9900","3599779.0000","338.0900","344.4300","338.0000"
"2014/03/31","336.3650","4276550.0000","342.4000","346.2900","334.0600"
"2014/03/28","338.2900","3976769.0000","340.0500","347.0000","336.0800"
"2014/03/27","338.4700","5761711.0000","343.1500","343.9999","330.8800"
"2014/03/26","343.4100","4103626.0000","357.1300","357.6000","343.4000"
"2014/03/25","354.7100","4445646.0000","354.0300","358.9700","348.8400"
"2014/03/24","351.8500","4873246.0000","360.0900","361.5000","348.6000"
"2014/03/21","360.6200","5412991.0000","371.0000","372.8400","358.4000"
"2014/03/20","368.9700","2553840.0000","370.6400","373.0000","366.2200"
"2014/03/19","373.2300","2645238.0000","378.7700","379.0000","369.4200"
"2014/03/18","378.7700","2473752.0000","377.3200","379.0000","375.0000"
"2014/03/17","375.0400","2299657.0000","375.7200","378.8500","374.8800"
"2014/03/14","373.7400","4385031.0000","372.8000","378.5680","371.5500"
"2014/03/13","371.5100","6820152.0000","376.6200","383.1100","368.0800"
"2014/03/12","370.6400","2216592.0000","366.4000","371.1600","363.6100"
"2014/03/11","368.8200","2246032.0000","370.9900","372.8000","367.2800"
"2014/03/10","370.5300","2105455.0000","372.6900","372.7300","367.0000"
"2014/03/07","372.0600","2279215.0000","374.5800","374.9900","369.5310"
"2014/03/06","372.1600","2926168.0000","374.0500","375.3300","368.9000"
"2014/03/05","372.3700","3846510.0000","364.1300","372.7280","363.9000"
"2014/03/04","363.9000","2704344.0000","363.9000","365.6800","362.4600"
"2014/03/03","359.7800","2798280.0000","358.7350","360.9600","354.4800"
"2014/02/28","362.1000","3881422.0000","360.6000","365.8650","357.0840"
"2014/02/27","360.1300","3104857.0000","357.2200","360.5900","355.5000"
"2014/02/26","359.8000","3621653.0000","359.8600","364.7500","357.1700"
"2014/02/25","358.3200","3734994.0000","353.0000","361.0800","351.5800"
"2014/02/24","351.7800","3644550.0000","345.1900","353.0000","343.2900"
"2014/02/21","346.7600","4210034.0000","352.4400","354.1410","346.7500"
"2014/02/20","349.8000","3492771.0000","348.8000","350.4600","344.3800"
"2014/02/19","347.3800","4167283.0000","352.6400","354.5400","346.1000"
"2014/02/18","353.6500","4997959.0000","355.2800","355.7300","349.4500"
"2014/02/14","357.3500","3522810.0000","359.3400","359.3400","353.3500"
"2014/02/13","357.2000","4174300.0000","347.7000","357.2000","346.5000"
"2014/02/12","349.2500","6586835.0000","356.4300","357.7500","346.3200"
"2014/02/11","361.7900","3220432.0000","361.8420","363.6100","356.2500"
"2014/02/10","360.8700","3447970.0000","361.6100","365.0000","359.3500"
"2014/02/07","361.0800","4338155.0000","358.9800","361.8000","352.4900"
"2014/02/06","354.5900","3335208.0000","347.4030","354.8200","347.4030"
"2014/02/05","346.4500","4435216.0000","346.0000","349.3700","337.7300"
"2014/02/04","347.9500","4812831.0000","349.5900","353.9975","344.0200"
"2014/02/03","346.1500","10280000.0000","358.9800","360.8500","340.1000"
"2014/01/31","358.6900","16153930.0000","371.7600","375.4500","357.7600"
"2014/01/30","403.0100","9945265.0000","393.7700","406.2500","387.7000"
"2014/01/29","384.2000","3381356.0000","392.1600","392.8500","383.2400"
"2014/01/28","394.4300","2894403.0000","387.4000","394.7400","387.1200"
"2014/01/27","386.2800","3934957.0000","390.5000","394.1000","380.4900"
"2014/01/24","387.6000","4506642.0000","398.1600","400.2000","387.2700"
"2014/01/23","399.8700","3025297.0000","401.0000","406.1700","397.7900"
"2014/01/22","404.5400","2059978.0000","408.0000","408.0600","402.0000"
"2014/01/21","407.0500","3121784.0000","403.0000","407.8000","401.6000"
"2014/01/17","399.6100","4505014.0000","394.2600","403.4900","393.6600"
"2014/01/16","395.8000","2600179.0000","393.6800","399.2900","389.4100"
"2014/01/15","395.8700","2677150.0000","398.9400","399.3100","392.5340"
"2014/01/14","397.5400","2339458.0000","392.1300","398.6300","391.2900"
"2014/01/13","390.9800","2843810.0000","397.9800","399.7800","388.4500"
"2014/01/10","397.6600","2678085.0000","402.5300","403.7640","393.8000"
"2014/01/09","401.0100","2103029.0000","403.7100","406.8900","398.4400"
"2014/01/08","401.9200","2316220.0000","398.4700","403.0000","396.0400"
"2014/01/07","398.0300","1916017.0000","395.0400","398.4700","394.2900"
"2014/01/06","393.6300","3170587.0000","395.8500","397.0000","388.4200"
"2014/01/03","396.4400","2210064.0000","398.2900","402.7100","396.2200"
"2014/01/02","397.9700","2137807.0000","398.8000","399.3600","394.0200"
"2013/12/31","398.7900","1996089.0000","394.5800","398.8300","393.8000"
"2013/12/30","393.3700","2485346.0000","399.4100","399.9200","392.4500"
"2013/12/27","398.0800","1986907.0000","404.6500","405.6300","396.2500"
"2013/12/26","404.3900","1868479.0000","401.7900","404.5200","396.8100"
"2013/12/24","399.2000","1380373.0000","402.5200","403.7249","396.3700"
"2013/12/23","402.9200","2659431.0000","403.6900","405.0000","399.2000"
"2013/12/20","402.2000","5033379.0000","396.5500","404.7200","395.7800"
"2013/12/19","395.1900","2427225.0000","394.2700","397.2900","392.6000"
"2013/12/18","395.9600","3489017.0000","389.2300","396.3000","383.1000"
"2013/12/17","387.6500","2343772.0000","390.6500","391.3600","386.5000"
"2013/12/16","388.9700","2251673.0000","385.0300","391.7000","385.0000"
"2013/12/13","384.2400","3024764.0000","385.3200","389.4200","383.8000"
"2013/12/12","381.2500","2119025.0000","381.2600","385.0000","379.5000"
"2013/12/11","382.1900","2449454.0000","387.3400","388.9800","382.0000"
"2013/12/10","387.7800","2736446.0000","383.7400","389.0600","383.0200"
"2013/12/09","384.8900","2761617.0000","388.1100","388.2100","382.5700"
"2013/12/06","386.9500","1984671.0000","388.3500","388.3500","383.8300"
"2013/12/05","384.4900","1874352.0000","386.6500","386.6500","381.3710"
"2013/12/04","385.9600","2354819.0000","383.5000","389.6900","381.4914"
"2013/12/03","384.6600","3702352.0000","390.1100","390.9490","383.1000"
"2013/12/02","392.3000","4714006.0000","399.0000","399.0000","389.1000"
"2013/11/29","393.6200","2405985.0000","389.1000","394.0999","388.6200"
"2013/11/27","386.7100","2267611.0000","383.5000","387.0000","382.6110"
"2013/11/26","381.3700","2724361.0000","377.6100","382.5000","374.8175"
"2013/11/25","376.6400","2970367.0000","373.8200","377.7900","373.1800"
"2013/11/22","372.3100","2965514.0000","370.0000","374.5000","366.3100"
"2013/11/21","368.9200","1964573.0000","364.0500","369.2500","363.3000"
"2013/11/20","362.5700","1771459.0000","367.5600","367.5600","360.4500"
"2013/11/19","364.9400","1901397.0000","365.8200","368.7800","362.5000"
"2013/11/18","366.1800","2736705.0000","370.2800","373.4900","364.6700"
"2013/11/15","369.1700","4491575.0000","367.6300","372.9000","365.5500"
"2013/11/14","367.3960","4159753.0000","357.3900","368.9400","356.4300"
