"date","close","volume","open","high","low"
"2016/10/11","831.0000","3584648.0000","841.0200","841.2900","828.3500"
"2016/10/10","841.7100","1819724.0000","843.2500","845.2000","840.2700"
"2016/10/07","839.4300","2423112.0000","845.7900","845.9500","837.4500"
"2016/10/06","841.6600","2681335.0000","843.7000","847.2100","840.6000"
"2016/10/05","844.3600","3456636.0000","838.0000","845.6700","836.1200"
"2016/10/04","834.0300","2948840.0000","840.9100","842.3650","830.2600"
"2016/10/03","836.7400","2764010.0000","836.0000","839.8600","831.2500"
"2016/09/30","837.3100","4425478.0000","832.6100","839.9500","832.4000"
"2016/09/29","829.0500","4918973.0000","828.2600","837.5000","824.6300"
"2016/09/28","828.7200","4418171.0000","818.0000","830.1400","817.0337"
"2016/09/27","816.1100","3812930.0000","801.8500","816.6400","801.1100"
"2016/09/26","799.1600","2649176.0000","801.8000","805.9300","797.1450"
"2016/09/23","805.7500","2350777.0000","803.1300","807.7500","802.1200"
"2016/09/22","804.7000","4073362.0000","794.2700","805.8890","794.2700"
"2016/09/21","789.7400","2712733.0000","783.2500","790.6900","779.0100"
"2016/09/20","780.2200","1932706.0000","776.0000","781.3700","776.0000"
"2016/09/19","775.1000","2293948.0000","779.9700","781.9400","771.0000"
"2016/09/16","778.5200","5495339.0000","773.2800","780.4600","771.6600"
"2016/09/15","769.6900","3036442.0000","762.0000","770.8700","757.5800"
"2016/09/14","761.0900","2529304.0000","762.2000","767.5000","758.8500"
"2016/09/13","761.0100","3115662.0000","768.7700","769.8900","759.0500"
"2016/09/12","771.4900","3118879.0000","757.3500","772.6600","756.0000"
"2016/09/09","760.1400","4246938.0000","779.3600","781.0000","760.1100"
"2016/09/08","784.0600","2027915.0000","783.8900","786.5000","781.4400"
"2016/09/07","784.4800","2422453.0000","789.5300","790.7900","784.3300"
"2016/09/06","788.8700","3716541.0000","774.0400","789.4800","770.2200"
"2016/09/02","772.4400","2168238.0000","774.1100","776.0000","771.7000"
"2016/09/01","770.6200","1790751.0000","770.9000","772.0400","766.7500"
"2016/08/31","769.1600","1630792.0000","766.6000","769.6400","764.0000"
"2016/08/30","767.5800","1788141.0000","771.0500","771.8358","765.5600"
"2016/08/29","771.2900","2196156.0000","768.7200","774.9800","768.6000"
"2016/08/26","769.0000","2769520.0000","760.0500","770.0000","759.7950"
"2016/08/25","759.2200","1622017.0000","756.0000","760.5600","754.7410"
"2016/08/24","757.2500","1742565.0000","763.0000","763.4100","755.3600"
"2016/08/23","762.4500","1521747.0000","763.3100","764.7000","761.0000"
"2016/08/22","759.4800","1677625.0000","757.5000","759.8500","752.1000"
"2016/08/19","757.3100","2337567.0000","761.9000","762.4900","756.8900"
"2016/08/18","764.4600","1458281.0000","764.0000","765.1700","760.6000"
"2016/08/17","764.6300","1887316.0000","764.4100","765.2200","759.1990"
"2016/08/16","764.0400","1601165.0000","768.6200","768.7317","763.8200"
"2016/08/15","768.4900","2116300.0000","771.9000","772.0400","767.7100"
"2016/08/12","772.5600","1562083.0000","768.4600","773.1500","768.4225"
"2016/08/11","771.2400","2017239.0000","769.9400","773.7500","769.1200"
"2016/08/10","768.5600","1601412.0000","769.8000","772.1000","766.1900"
"2016/08/09","768.3100","1874890.0000","767.3900","772.6000","766.9000"
"2016/08/08","766.5600","1981337.0000","766.8100","767.0000","761.0150"
"2016/08/05","765.9800","2702266.0000","764.8100","768.4700","763.0900"
"2016/08/04","760.7700","3176858.0000","753.7000","765.0000","750.3500"
"2016/08/03","754.6400","3579523.0000","757.0600","758.8900","752.2500"
"2016/08/02","760.5800","3596808.0000","763.8100","765.0100","757.0200"
"2016/08/01","767.7400","3572321.0000","759.8700","770.5000","757.0600"
"2016/07/29","758.8100","6763498.0000","765.0000","766.0000","755.0000"
"2016/07/28","752.6100","7246871.0000","745.9800","753.3600","739.7000"
"2016/07/27","736.6700","2871079.0000","737.9700","740.9400","733.8600"
"2016/07/26","735.5900","2497689.0000","742.7100","743.1300","732.7525"
"2016/07/25","739.6100","2673985.0000","746.5500","748.5000","735.3500"
"2016/07/22","744.8600","2259345.0000","747.7900","751.2800","743.5300"
"2016/07/21","744.4300","2315367.0000","747.5000","749.3600","742.7918"
"2016/07/20","745.7200","2192779.0000","744.0000","746.2500","740.7000"
"2016/07/19","739.9500","2210751.0000","732.5000","743.3300","732.3100"
"2016/07/18","736.0700","2952099.0000","735.4900","741.5954","728.7200"
"2016/07/15","735.4400","3099239.0000","746.5500","746.5500","734.0500"
"2016/07/14","741.2000","2385498.0000","748.8600","749.0400","739.0200"
"2016/07/13","742.6300","4130770.0000","746.7600","756.8700","741.2500"
"2016/07/12","748.2100","5608111.0000","756.8600","757.3400","740.3300"
"2016/07/11","753.7800","3190358.0000","750.0000","755.9000","747.0000"
"2016/07/08","745.8100","3427197.0000","740.1400","746.1000","738.0000"
"2016/07/07","736.5700","2939304.0000","739.3300","739.5500","731.6300"
"2016/07/06","737.6100","3929890.0000","725.7100","737.7700","722.5800"
"2016/07/05","728.1000","2426204.0000","722.8000","729.5600","719.6100"
"2016/07/01","725.6800","2918061.0000","717.3200","728.0000","716.5400"
"2016/06/30","715.6200","2843622.0000","717.2000","719.3700","712.5400"
"2016/06/29","715.6000","3065364.0000","715.7500","719.5000","713.5400"
"2016/06/28","707.9500","4032509.0000","700.0000","708.0000","698.1714"
"2016/06/27","691.3600","5571322.0000","692.0100","696.8189","682.1150"
"2016/06/24","698.9600","7613808.0000","693.0000","712.5292","692.2000"
"2016/06/23","722.0800","2808909.0000","715.5000","722.1200","712.5000"
"2016/06/22","710.6000","2255233.0000","716.5800","717.0000","707.5650"
"2016/06/21","715.8200","2111948.0000","715.7200","718.4000","712.7210"
"2016/06/20","714.0100","3673116.0000","713.5000","721.3100","710.8100"
"2016/06/17","706.3900","5863150.0000","718.1900","718.2000","699.1800"
"2016/06/16","717.5100","3094837.0000","712.0500","718.0000","705.3000"
"2016/06/15","714.2600","2705287.0000","722.0000","722.5600","713.3522"
"2016/06/14","719.3000","2499062.0000","712.3300","720.8050","712.2700"
"2016/06/13","715.2400","3349654.0000","714.0100","721.9900","711.1600"
"2016/06/10","717.9100","3420884.0000","722.3500","724.9800","714.2100"
"2016/06/09","727.6500","2169259.0000","723.1000","728.9100","722.3000"
"2016/06/08","726.6400","2221777.0000","726.4000","729.4200","721.6000"
"2016/06/07","723.7400","2730693.0000","729.8900","730.0000","720.5500"
"2016/06/06","726.7300","2695531.0000","726.5000","731.5000","724.4200"
"2016/06/03","725.5400","3362610.0000","726.7400","727.0000","718.4300"
"2016/06/02","728.2400","3022321.0000","720.9700","728.2800","715.5001"
"2016/06/01","719.4400","3260486.0000","720.9000","726.4300","718.2200"
"2016/05/31","722.7900","3612510.0000","712.3300","724.2300","711.3200"
"2016/05/27","712.2400","2247612.0000","715.0000","716.6000","711.1000"
"2016/05/26","714.9100","2441497.0000","708.3300","715.0000","707.2930"
"2016/05/25","708.3500","3269475.0000","708.0000","710.8600","705.5159"
"2016/05/24","704.2000","3026450.0000","698.0100","707.5000","698.0000"
"2016/05/23","696.7500","2586909.0000","704.2500","706.0000","696.4200"
"2016/05/20","702.8000","2875429.0000","701.0500","707.2400","700.0000"
"2016/05/19","698.5200","3022212.0000","691.8800","699.4000","689.5600"
"2016/05/18","697.4500","4277735.0000","689.5600","702.5399","688.7600"
"2016/05/17","695.2700","5102768.0000","709.9000","714.4700","693.9100"
"2016/05/16","710.6600","5431729.0000","710.1300","713.2500","700.2800"
"2016/05/13","709.9200","4750859.0000","714.6400","719.2500","706.5100"
"2016/05/12","717.9300","5038030.0000","717.3800","722.4500","711.5100"
"2016/05/11","713.2300","7327956.0000","705.7900","719.0000","701.6500"
"2016/05/10","703.0700","6093507.0000","694.0000","704.5500","693.5000"
"2016/05/09","679.7500","3974324.0000","673.9500","686.9800","671.4100"
"2016/05/06","673.9500","4362455.0000","656.0500","676.9500","656.0100"
"2016/05/05","659.0900","4877179.0000","673.3100","676.4900","656.0000"
"2016/05/04","670.9000","4631988.0000","662.5900","674.0000","662.1400"
"2016/05/03","671.3200","4917284.0000","677.3600","680.3000","670.4300"
"2016/05/02","683.8500","6567445.0000","663.9200","685.5000","662.0251"
"2016/04/29","659.5900","10303510.0000","666.0000","669.9800","654.0000"
"2016/04/28","602.0000","7631449.0000","615.5400","626.8000","599.2000"
"2016/04/27","606.5700","4058455.0000","611.8000","615.9500","601.2800"
"2016/04/26","616.8800","2507082.0000","626.1700","626.7549","614.8800"
"2016/04/25","626.2000","2680835.0000","616.6100","626.9800","616.2511"
"2016/04/22","620.5000","5081401.0000","624.4700","628.2500","611.5600"
"2016/04/21","631.0000","2569681.0000","631.0000","637.8200","628.5000"
"2016/04/20","632.9900","2603048.0000","630.0000","636.5500","623.0000"
"2016/04/19","627.9000","4054469.0000","637.1400","638.0100","620.8000"
"2016/04/18","635.3500","4351587.0000","625.3500","637.6400","624.9603"
"2016/04/15","625.8900","2883933.0000","621.9200","626.7700","618.1100"
"2016/04/14","620.7500","3508881.0000","615.0700","624.3800","615.0700"
"2016/04/13","614.8200","4224742.0000","607.6800","616.8100","605.2900"
"2016/04/12","603.1700","2637241.0000","598.4000","604.0600","592.3100"
"2016/04/11","595.9300","2700997.0000","596.1400","604.0000","594.9100"
"2016/04/08","594.6000","2590326.0000","594.3200","597.8600","589.0000"
"2016/04/07","591.4300","3185912.0000","598.7600","599.6000","589.0800"
"2016/04/06","602.0800","2846646.0000","587.5200","602.3900","587.5000"
"2016/04/05","586.1400","2279713.0000","590.7700","593.4700","585.2500"
"2016/04/04","593.1900","2469551.0000","599.0000","599.5000","590.5500"
"2016/04/01","598.5000","2914176.0000","590.4900","599.0300","588.3000"
"2016/03/31","593.6400","2679930.0000","599.2800","600.7500","592.2100"
"2016/03/30","598.6900","3888192.0000","596.7100","603.2400","595.0000"
"2016/03/29","593.8600","4246662.0000","580.1500","595.8500","576.5000"
"2016/03/28","579.8700","3121139.0000","584.4000","584.7500","575.5600"
"2016/03/24","582.9500","5155728.0000","567.1100","583.5500","567.0800"
"2016/03/23","569.6300","3978088.0000","561.0000","572.4800","558.1000"
"2016/03/22","560.4800","3997376.0000","545.1100","562.7600","545.0500"
"2016/03/21","553.9800","5151552.0000","548.9100","555.2400","538.5800"
"2016/03/18","552.0800","7293341.0000","560.9400","562.3300","546.0900"
"2016/03/17","559.4400","5919980.0000","569.5100","571.4000","555.0100"
"2016/03/16","574.2700","3515329.0000","576.6400","581.3200","571.1400"
"2016/03/15","577.0200","3870822.0000","571.0000","581.5200","567.0000"
"2016/03/14","573.3700","3453040.0000","567.0000","576.8900","563.0500"
"2016/03/11","569.6100","3769218.0000","566.9500","570.0600","562.7300"
"2016/03/10","558.9300","3917562.0000","566.7400","567.0000","547.9000"
"2016/03/09","559.4700","4374825.0000","559.5600","560.3500","550.1250"
"2016/03/08","560.2600","4727151.0000","557.8700","571.3500","554.7400"
"2016/03/07","562.8000","4928519.0000","573.5400","573.6300","555.5500"
"2016/03/04","575.1400","3413742.0000","581.0700","581.4000","571.0650"
"2016/03/03","577.4900","2737763.0000","577.9600","579.8660","573.1100"
"2016/03/02","580.2100","4579461.0000","581.7500","585.0000","573.7000"
"2016/03/01","579.0400","5024654.0000","556.2900","579.2500","556.0000"
"2016/02/29","552.5200","4140465.0000","554.0000","564.8100","552.5100"
"2016/02/26","555.2300","4870280.0000","560.1200","562.5000","553.1700"
"2016/02/25","555.1500","4521887.0000","555.5200","559.3900","545.2946"
"2016/02/24","554.0400","6222914.0000","545.7500","554.2700","533.1501"
"2016/02/23","552.9400","4046481.0000","555.5500","556.9100","545.3300"
"2016/02/22","559.5000","5555615.0000","542.2000","560.6500","541.0800"
"2016/02/19","534.9000","4972834.0000","520.7100","535.9500","515.3500"
"2016/02/18","525.0000","4733213.0000","541.1900","541.2000","523.7300"
"2016/02/17","534.1000","4820780.0000","528.7400","537.4800","519.3900"
"2016/02/16","521.1000","5112648.0000","519.4800","524.4500","511.6600"
"2016/02/12","507.0800","5371180.0000","510.7000","516.7500","501.4932"
"2016/02/11","503.8200","7390411.0000","491.1700","509.3000","484.0000"
"2016/02/10","490.4800","6763135.0000","491.7600","504.6600","486.0000"
"2016/02/09","482.0700","7055921.0000","478.0100","498.3800","474.0000"
"2016/02/08","488.1000","9816331.0000","486.4700","493.5000","475.2100"
"2016/02/05","502.1300","9683685.0000","529.2800","529.4500","499.1900"
"2016/02/04","536.2600","6190328.0000","525.0000","538.9900","519.2201"
"2016/02/03","531.0700","10043300.0000","553.5000","556.0000","521.9000"
"2016/02/02","552.1000","6297634.0000","570.0000","571.5600","550.0900"
"2016/02/01","574.8100","6337926.0000","578.1500","581.8000","570.3100"
"2016/01/29","587.0000","14666690.0000","571.9800","593.0000","570.0000"
"2016/01/28","635.3500","13639700.0000","608.3700","638.0600","597.5500"
"2016/01/27","583.3500","5103760.0000","601.9900","603.3900","578.7800"
"2016/01/26","601.2500","3755042.0000","603.4500","604.5000","590.3800"
"2016/01/25","596.5300","4386098.0000","597.9900","608.5000","594.5600"
"2016/01/22","596.3800","5104594.0000","588.7300","600.1000","584.1079"
"2016/01/21","575.0200","4937346.0000","573.5800","588.8100","568.2200"
"2016/01/20","571.7700","7957643.0000","564.3600","578.4500","547.1800"
"2016/01/19","574.4800","4801408.0000","577.0900","584.0000","566.4500"
"2016/01/15","570.1800","7776868.0000","572.2400","584.6200","565.3000"
"2016/01/14","593.0000","7225454.0000","580.2500","602.2500","569.8800"
"2016/01/13","581.8100","7643288.0000","620.8800","620.8800","579.1600"
"2016/01/12","617.8900","4705651.0000","625.2500","625.9900","612.2415"
"2016/01/11","617.7400","4874135.0000","612.4800","619.8500","598.5700"
"2016/01/08","607.0500","5502757.0000","619.6600","624.1400","606.0000"
"2016/01/07","607.9400","7040886.0000","621.8000","630.0000","605.2100"
"2016/01/06","632.6500","5319526.0000","622.0000","639.7900","620.3100"
"2016/01/05","633.7900","5814063.0000","646.8600","646.9100","627.6500"
"2016/01/04","636.9900","9301459.0000","656.2900","657.7150","627.5100"
"2015/12/31","675.8900","3745197.0000","686.0800","687.7500","675.8900"
"2015/12/30","689.0700","3515318.0000","691.8900","695.4900","686.3750"
"2015/12/29","693.9700","5729914.0000","677.9800","696.4400","677.8893"
"2015/12/28","675.2000","3778019.0000","665.5600","675.5000","665.5000"
"2015/12/24","662.7900","1092970.0000","663.3500","664.6800","660.6000"
"2015/12/23","663.7000","2717739.0000","666.5000","666.5970","656.6300"
"2015/12/22","663.1500","2666245.0000","666.8300","668.4900","659.2600"
"2015/12/21","664.5100","3219507.0000","668.5000","669.9000","658.9300"
"2015/12/18","664.1400","6817065.0000","668.6500","676.8400","664.1300"
"2015/12/17","670.6500","3672133.0000","680.0000","682.5000","670.6500"
"2015/12/16","675.7700","3955385.0000","663.5600","677.3500","659.3200"
"2015/12/15","658.6400","4743133.0000","665.0300","671.5000","657.3500"
"2015/12/14","657.9100","4340805.0000","641.7500","658.5850","635.2700"
"2015/12/11","640.1500","5459737.0000","651.2300","657.8800","639.6200"
"2015/12/10","662.3200","3446523.0000","665.5900","668.5260","659.5600"
"2015/12/09","664.7900","5150488.0000","678.0000","679.0000","655.6800"
"2015/12/08","677.3300","3646397.0000","663.1300","679.9900","659.7900"
"2015/12/07","669.8300","3730440.0000","674.7400","675.4600","660.5000"
"2015/12/04","672.6400","4532424.0000","666.0000","674.7750","661.4000"
"2015/12/03","666.2500","5058428.0000","679.4400","682.7900","661.4800"
"2015/12/02","676.0100","4265404.0000","681.0000","684.8200","674.2500"
"2015/12/01","679.0600","4747651.0000","673.7500","681.0000","667.8600"
"2015/11/30","664.8000","5492054.0000","675.9000","681.2900","664.6000"
"2015/11/27","673.2600","1966801.0000","680.8000","680.9900","672.1000"
"2015/11/25","675.3400","2690424.0000","675.0000","679.7000","671.2400"
"2015/11/24","671.1500","4536359.0000","674.1400","675.8000","661.2125"
"2015/11/23","678.9900","4377862.0000","671.5000","682.7700","668.4500"
"2015/11/20","668.4500","3872690.0000","667.9400","668.8700","657.5700"
"2015/11/19","661.2700","4702856.0000","664.9900","672.8600","659.0000"
"2015/11/18","663.5400","4414554.0000","646.5100","664.8800","646.3700"
"2015/11/17","643.3000","4317848.0000","650.6500","653.2500","641.0000"
"2015/11/16","647.8100","7425083.0000","640.9200","649.9900","622.2900"
"2015/11/13","642.3500","6242100.0000","663.5700","667.0000","640.4500"
"2015/11/12","665.6000","4267454.0000","673.0000","675.6400","664.2200"
"2015/11/11","673.2500","5378403.0000","663.2500","675.9600","663.2500"
"2015/11/10","659.6800","3478282.0000","651.0100","660.0000","647.2620"
"2015/11/09","655.4900","4042991.0000","658.6500","661.9550","647.8477"
"2015/11/06","659.3700","4088119.0000","655.0000","662.2600","652.0000"
"2015/11/05","655.6500","4721977.0000","647.1000","657.0000","643.0901"
"2015/11/04","640.9500","4836452.0000","627.7600","645.9300","627.3500"
"2015/11/03","625.3100","3244640.0000","629.5300","629.8900","622.0000"
"2015/11/02","628.3500","2811340.0000","627.1300","628.6300","620.4100"
"2015/10/30","625.9000","3871136.0000","626.0100","630.7200","625.2800"
"2015/10/29","626.5500","3861249.0000","617.7000","627.5400","615.3900"
"2015/10/28","617.1000","3916263.0000","612.3000","617.2300","609.5000"
"2015/10/27","611.0100","3740923.0000","608.6000","614.7100","605.5300"
"2015/10/26","608.6100","4266364.0000","602.3000","609.8500","596.2900"
"2015/10/23","599.0300","10682230.0000","617.6800","619.4500","595.3600"
"2015/10/22","563.9100","7586947.0000","562.7000","569.1460","556.6700"
"2015/10/21","555.7700","3354070.0000","563.8700","565.2500","552.5200"
"2015/10/20","560.8800","4341325.0000","572.0000","573.0000","555.2800"
"2015/10/19","573.1500","4342881.0000","570.7600","579.0000","567.3800"
"2015/10/16","570.7600","4307995.0000","565.2700","570.9400","560.3100"
"2015/10/15","562.4400","4927031.0000","547.7500","563.0000","547.0000"
"2015/10/14","544.8300","3573734.0000","551.3400","552.2500","539.6800"
"2015/10/13","548.9000","2933013.0000","546.2600","553.2000","543.1000"
"2015/10/12","550.1900","2772781.0000","539.9600","550.8200","539.8000"
"2015/10/09","539.8000","3533043.0000","534.4800","541.7900","530.2700"
"2015/10/08","533.1600","4666489.0000","536.7100","539.3860","519.8900"
"2015/10/07","541.9400","3807102.0000","541.7900","542.0000","529.0000"
"2015/10/06","537.4800","4541673.0000","545.5000","551.5000","533.3300"
"2015/10/05","543.6800","3383967.0000","536.9900","545.9100","536.0000"
"2015/10/02","532.5400","4592095.0000","512.9900","532.6000","508.1000"
"2015/10/01","520.7200","3744188.0000","511.0000","520.8000","506.0000"
"2015/09/30","511.8900","3996159.0000","505.4400","512.8000","501.6724"
"2015/09/29","496.0700","4455453.0000","506.0000","511.4800","490.5000"
"2015/09/28","504.0600","5416847.0000","520.0200","520.2800","494.3337"
"2015/09/25","524.2500","3922075.0000","542.5700","542.8000","521.4000"
"2015/09/24","533.7500","3494202.0000","530.5500","534.5600","522.8700"
"2015/09/23","536.0700","2233675.0000","538.3000","541.2100","534.0000"
"2015/09/22","538.4000","3833073.0000","539.7100","543.5500","532.6600"
"2015/09/21","548.3900","3276266.0000","544.3300","549.7800","539.5900"
"2015/09/18","540.2600","6154510.0000","534.6200","546.2370","531.3500"
"2015/09/17","538.8700","4146066.0000","526.9800","546.9700","526.5700"
"2015/09/16","527.3900","2249062.0000","521.9800","528.3000","518.5200"
"2015/09/15","522.3700","2849063.0000","523.2500","527.9200","517.2000"
"2015/09/14","521.3800","3127206.0000","529.4400","532.4500","518.5800"
"2015/09/11","529.4400","3224850.0000","521.0700","529.4400","520.6050"
"2015/09/10","522.2400","2568076.0000","515.1500","526.1300","514.7800"
"2015/09/09","516.8900","4348685.0000","524.0000","529.9500","515.0600"
"2015/09/08","517.5400","3805809.0000","508.6900","518.3500","508.5144"
"2015/09/04","499.0000","2687005.0000","497.6500","502.8500","495.6400"
"2015/09/03","504.7200","3143336.0000","514.5000","515.8400","502.5700"
"2015/09/02","510.5500","3693798.0000","505.0900","510.8600","497.7200"
"2015/09/01","496.5400","3850262.0000","499.1400","510.0000","493.4300"
"2015/08/31","512.8900","2995288.0000","516.4400","519.4100","509.0700"
"2015/08/28","518.0100","2744599.0000","517.5000","521.5000","513.0400"
"2015/08/27","518.3700","6094488.0000","513.7100","522.6900","507.2610"
"2015/08/26","500.7700","6336253.0000","484.0200","503.7200","478.7600"
"2015/08/25","466.3700","5663689.0000","487.4900","489.4400","466.2500"
"2015/08/24","463.3700","10073890.0000","463.5800","489.7600","451.0000"
"2015/08/21","494.4700","6699569.0000","507.3600","512.3300","494.4700"
"2015/08/20","515.7800","4396219.0000","530.3900","533.2500","515.7700"
"2015/08/19","532.9200","2319977.0000","533.7400","537.2500","529.0000"
"2015/08/18","535.0200","2070178.0000","535.0400","539.4900","533.0000"
"2015/08/17","535.2200","2578646.0000","531.2900","538.7400","527.1200"
"2015/08/14","531.5200","1992026.0000","528.2500","534.1100","528.2500"
"2015/08/13","529.6600","2889732.0000","527.3700","534.6600","525.4846"
"2015/08/12","525.9100","4013276.0000","523.7500","527.5000","513.0600"
"2015/08/11","527.4600","2671531.0000","523.6500","528.9800","522.0000"
"2015/08/10","524.0000","2608601.0000","528.5200","532.2764","523.0000"
"2015/08/07","522.6200","3961597.0000","529.1600","529.4599","518.2100"
"2015/08/06","529.4600","3814499.0000","539.3000","542.7400","527.5200"
"2015/08/05","537.0100","2887675.0000","538.8000","539.1400","534.1190"
"2015/08/04","531.9000","2926462.0000","529.6900","536.9500","529.1630"
"2015/08/03","535.0300","3004564.0000","537.4500","540.4400","529.3600"
"2015/07/31","536.1500","2980011.0000","539.0900","542.8400","534.5201"
"2015/07/30","536.7600","3738558.0000","527.6500","539.2000","524.2900"
"2015/07/29","529.0000","3742816.0000","530.9200","532.9655","525.0200"
"2015/07/28","526.0300","5265864.0000","536.0000","536.3900","523.1200"
"2015/07/27","531.4100","7485538.0000","527.7500","544.9500","526.6000"
"2015/07/24","529.4200","21854940.0000","578.9900","580.5700","529.3500"
"2015/07/23","482.1800","8904893.0000","491.6600","491.6600","475.7000"
"2015/07/22","488.2700","3098513.0000","485.9900","492.5000","484.9000"
"2015/07/21","488.0000","3160014.0000","487.9000","488.8800","482.5500"
"2015/07/20","488.1000","4737976.0000","492.5700","493.2000","485.4000"
"2015/07/17","483.0100","4927238.0000","477.7000","485.4200","477.2500"
"2015/07/16","475.4800","4081118.0000","465.5000","475.8800","464.8000"
"2015/07/15","461.1900","2983710.0000","463.0400","464.7000","460.2000"
"2015/07/14","465.5700","4730098.0000","462.3200","469.6000","458.1600"
"2015/07/13","455.5700","3946441.0000","448.2900","457.8700","447.5400"
"2015/07/10","443.5100","2398160.0000","440.4900","444.7200","439.0000"
"2015/07/09","434.3900","2266851.0000","434.9000","438.7200","434.1500"
"2015/07/08","429.7000","2380426.0000","434.3500","435.9900","428.8300"
"2015/07/07","436.7200","3453557.0000","435.6800","437.7300","425.5700"
"2015/07/06","436.0400","1902889.0000","435.2300","439.7300","433.5200"
"2015/07/02","437.7100","1341938.0000","437.0000","438.2000","433.4800"
"2015/07/01","437.3900","1985409.0000","439.3500","440.0000","435.5800"
"2015/06/30","434.0900","2595616.0000","434.2000","435.5700","430.4600"
"2015/06/29","429.8600","2745119.0000","434.9800","437.0000","429.0000"
"2015/06/26","438.1000","2623536.0000","441.7600","443.4900","435.0600"
"2015/06/25","440.1000","2236818.0000","438.0700","443.4700","436.3900"
"2015/06/24","440.8400","2619568.0000","444.9700","446.4700","440.2300"
"2015/06/23","445.9900","3239099.0000","435.5900","447.0400","433.6900"
"2015/06/22","436.2900","1768342.0000","437.0000","439.2400","434.1800"
"2015/06/19","434.9200","4491439.0000","440.2600","444.9900","433.2400"
"2015/06/18","439.3900","3374401.0000","430.3000","439.7300","429.4050"
"2015/06/17","427.8100","2184858.0000","428.3600","431.3500","424.7530"
"2015/06/16","427.2600","2296924.0000","424.1500","427.9700","422.6700"
"2015/06/15","423.6700","2048590.0000","427.6600","428.0500","422.6400"
"2015/06/12","429.9200","2052699.0000","431.2500","432.3600","428.2600"
"2015/06/11","432.9700","2921969.0000","432.2900","438.8900","431.4700"
"2015/06/10","430.7700","2170425.0000","426.4600","432.2000","425.6600"
"2015/06/09","425.4800","2286910.0000","422.9600","427.4900","419.1400"
"2015/06/08","423.5000","2171525.0000","425.6200","426.8000","421.4250"
"2015/06/05","426.9500","1905461.0000","429.6600","430.8000","426.5000"
"2015/06/04","430.7800","2508063.0000","434.4000","436.7550","429.2600"
"2015/06/03","436.5900","2726798.0000","434.4000","438.3900","432.7500"
